0.000058,-0.000524,0.700000,0.006472,0.000032,0.000000
0.000215,-0.000523,0.700000,0.007842,0.000038,0.000000
0.000403,-0.000522,0.700000,0.009411,0.000045,0.000000
0.000627,-0.000521,0.700000,0.011195,0.000054,0.000000
0.000891,-0.000520,0.700000,0.013211,0.000063,0.000000
0.001200,-0.000518,0.700000,0.015477,0.000073,0.000000
0.001561,-0.000516,0.700000,0.018009,0.000085,0.000000
0.001977,-0.000515,0.700000,0.020824,0.000097,0.000000
0.002456,-0.000512,0.700000,0.023940,0.000111,0.000000
0.003003,-0.000510,0.700000,0.027375,0.000126,0.000000
0.003626,-0.000507,0.700000,0.031147,0.000143,0.000000
0.004332,-0.000504,0.700000,0.035272,0.000161,0.000000
0.005127,-0.000500,0.700000,0.039769,0.000181,0.000000
0.006020,-0.000496,0.700000,0.044654,0.000202,0.000000
0.007019,-0.000492,0.700000,0.049945,0.000225,0.000000
0.008132,-0.000487,0.700000,0.055656,0.000249,0.000000
0.009368,-0.000481,0.700000,0.061799,0.000276,0.000000
0.010736,-0.000475,0.700000,0.068386,0.000304,0.000000
0.012244,-0.000468,0.700000,0.075428,0.000333,0.000000
0.013903,-0.000461,0.700000,0.082931,0.000364,0.000000
0.015721,-0.000453,0.700000,0.090904,0.000397,0.000000
0.017708,-0.000444,0.700000,0.099350,0.000432,0.000000
0.019874,-0.000435,0.700000,0.108274,0.000468,0.000000
0.022227,-0.000425,0.700000,0.117678,0.000506,0.000000
0.024778,-0.000414,0.700000,0.127563,0.000546,0.000000
0.027537,-0.000402,0.700000,0.137928,0.000587,0.000000
0.030512,-0.000390,0.700000,0.148771,0.000630,0.000000
0.033714,-0.000376,0.700000,0.160091,0.000674,0.000000
0.037152,-0.000362,0.700000,0.171881,0.000719,0.000000
0.040835,-0.000347,0.700000,0.184137,0.000766,0.000000
0.044772,-0.000330,0.700000,0.196853,0.000814,0.000000
0.048972,-0.000313,0.700000,0.210020,0.000863,0.000000
0.053445,-0.000295,0.700000,0.223631,0.000913,0.000000
0.058198,-0.000275,0.700000,0.237674,0.000964,0.000000
0.063241,-0.000255,0.700000,0.252141,0.001017,0.000000
0.068581,-0.000234,0.700000,0.267018,0.001070,0.000000
0.074227,-0.000211,0.700000,0.282295,0.001123,0.000000
0.080186,-0.000188,0.700000,0.297957,0.001178,0.000000
0.086466,-0.000163,0.700000,0.313991,0.001233,0.000000
0.093074,-0.000137,0.700000,0.330382,0.001288,0.000000
0.100016,-0.000110,0.700000,0.347116,0.001344,0.000000
0.107300,-0.000082,0.700000,0.364176,0.001400,0.000000
0.114931,-0.000053,0.700000,0.381546,0.001456,0.000000
0.122915,-0.000023,0.700000,0.399210,0.001512,0.000000
0.131258,0.000008,0.700000,0.417150,0.001569,0.000000
0.139965,0.000041,0.700000,0.435348,0.001625,0.000000
0.149040,0.000074,0.700000,0.453785,0.001681,0.000000
0.158489,0.000109,0.700000,0.472443,0.001737,0.000000
0.168315,0.000145,0.700000,0.491300,0.001792,0.000000
0.178522,0.000182,0.700000,0.510336,0.001847,0.000000
0.189113,0.000220,0.700000,0.529530,0.001902,0.000000
0.200090,0.000259,0.700000,0.548860,0.001955,0.000000
0.211456,0.000299,0.700000,0.568302,0.002009,0.000000
0.223213,0.000341,0.700000,0.587835,0.002061,0.000000
0.235361,0.000383,0.700000,0.607435,0.002112,0.000000
0.247903,0.000426,0.700000,0.627079,0.002162,0.000000
0.260838,0.000470,0.700000,0.646742,0.002212,0.000000
0.274166,0.000515,0.700000,0.666402,0.002260,0.000000
0.287886,0.000562,0.700000,0.686033,0.002307,0.000000
0.301999,0.000609,0.700000,0.705613,0.002352,0.000000
0.316501,0.000657,0.700000,0.725116,0.002396,0.000000
0.331391,0.000705,0.700000,0.744518,0.002439,0.000000
0.346667,0.000755,0.700000,0.763796,0.002480,0.000000
0.362326,0.000805,0.700000,0.782926,0.002520,0.000000
0.378364,0.000856,0.700000,0.801884,0.002558,0.000000
0.394776,0.000908,0.700000,0.820645,0.002594,0.000000
0.411560,0.000961,0.700000,0.839188,0.002628,0.000000
0.428710,0.001014,0.700000,0.857488,0.002661,0.000000
0.446220,0.001068,0.700000,0.875524,0.002692,0.000000
0.464086,0.001122,0.700000,0.893272,0.002721,0.000000
0.482300,0.001177,0.700000,0.910711,0.002748,0.000000
0.500856,0.001233,0.700000,0.927820,0.002773,0.000000
0.519748,0.001289,0.700000,0.944576,0.002796,0.000000
0.538967,0.001345,0.700000,0.960960,0.002818,0.000000
0.558506,0.001402,0.700000,0.976952,0.002837,0.000000
0.578357,0.001459,0.700000,0.992531,0.002854,0.000000
0.598357,0.001516,0.700000,1.000000,0.002870,0.000000
0.618357,0.001574,0.700000,1.000000,0.002884,0.000000
0.638357,0.001632,0.700000,1.000000,0.002897,0.000000
